סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
2,1078,מעלה אדומים,3616,18,5,0,764,486,2,484,22,3,0,0,0,0,0,69,0,0,0,0,0,0,0,27,36,238,5,1,0,0,49,0,0,0,0,0,0,0,0,34
2,1089,מעלה אדומים,3616,31,7,0,737,510,6,504,20,4,0,0,0,0,0,40,0,0,0,0,0,0,0,23,75,258,4,0,0,0,41,0,0,0,0,1,0,0,0,38
2,1092,מעלה אדומים,3616,38,20,0,609,468,0,468,10,6,3,1,0,0,0,52,0,2,0,0,0,0,0,9,32,256,1,0,0,0,58,0,2,0,0,0,0,0,0,36
9,4153,מעלה עירון,1327,7,8,0,716,262,3,259,1,0,241,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,8,0,0,0,0,0,0,0,0,3
6,2776,מעלות-תרשיחא,1063,13,11,0,454,276,3,273,2,3,0,0,0,0,1,3,0,0,0,0,1,0,0,3,83,116,2,0,0,0,31,0,0,0,0,0,0,0,0,28
18,10026,משאבי שדה,421,1,1,0,468,312,2,310,95,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,17,15,36,0,0,0,139,1,0,0,0,0,0,0,0,1
12,5675,משמר השבעה,729,1,1,0,692,529,1,528,49,1,1,1,0,0,12,13,0,1,0,0,0,0,0,3,30,140,18,0,0,0,255,0,0,0,0,0,0,0,0,4
6,2120,נהריה,9100,13,40,0,629,335,0,335,13,4,1,0,0,0,0,2,1,0,0,0,0,0,0,6,52,188,1,0,1,0,33,0,0,0,1,0,0,0,0,32
6,2124,נהריה,9100,17,17,0,512,329,6,323,7,1,0,0,0,0,0,11,0,1,0,0,0,0,0,4,61,169,1,0,0,0,30,0,0,2,0,0,0,0,0,36
6,2145,נהריה,9100,38.6,36,0,637,367,0,367,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,70,103,13,0,0,0,138,0,0,0,0,0,0,0,0,7
6,2175,נהריה,9100,78,2,0,506,290,3,287,16,1,0,0,0,0,0,11,0,0,0,0,0,5,0,0,54,98,2,1,0,0,87,0,0,0,0,0,0,0,0,12
2,1030,נווה דניאל,3725,2,2,0,540,422,0,422,1,8,0,0,0,0,0,268,0,0,0,0,0,0,0,41,2,88,0,0,0,0,11,0,1,0,0,1,0,0,0,1
5,1955,נוף הגליל,1061,33,14,0,525,261,0,261,4,5,37,0,0,0,0,17,0,0,0,0,0,0,0,11,45,86,4,2,0,0,40,0,2,1,0,0,0,1,0,6
5,1961,נוף הגליל,1061,39,33,0,595,412,0,412,15,0,160,2,0,0,0,6,0,0,0,0,0,0,0,4,33,117,9,0,1,0,60,0,1,0,0,1,0,0,0,3
13,6286,נס ציונה,7200,8.2,4,0,647,499,2,497,53,2,2,0,0,0,1,28,0,0,0,0,0,0,0,9,18,97,31,0,0,0,242,0,0,0,0,0,0,0,0,14
13,6318,נס ציונה,7200,56,9,0,590,453,0,453,34,1,0,1,0,0,0,9,0,0,0,0,0,0,0,1,20,100,25,0,0,0,256,0,0,0,0,0,0,0,0,6
10,4199,נתניה,7400,25,26,0,680,436,0,436,15,15,0,0,0,0,0,37,0,0,0,0,0,0,2,10,45,167,8,1,0,0,90,0,0,0,0,0,0,0,0,46
10,4207,נתניה,7400,33,23,0,625,237,0,237,9,1,0,0,0,0,0,6,0,0,0,0,0,0,0,2,47,119,3,1,0,0,33,1,0,0,0,0,0,0,0,15
10,4257,נתניה,7400,91.4,16,0,573,326,1,325,13,15,1,0,0,0,0,8,0,1,0,2,0,0,1,4,46,111,4,0,0,0,70,2,3,0,0,0,0,1,0,43
10,4334,נתניה,7400,171,152,0,610,273,1,272,9,6,0,0,0,0,1,7,0,0,1,1,0,0,1,7,23,116,3,1,0,0,60,0,9,0,0,1,1,0,0,25
10,4347,נתניה,7400,186.2,8,0,672,309,0,309,12,1,0,0,1,0,1,15,0,0,0,0,0,0,0,4,25,162,4,0,0,0,52,0,0,0,0,0,0,0,0,32
10,4415,נתניה,7400,247,150,0,748,587,4,583,27,0,0,0,0,0,0,18,0,0,0,0,0,0,0,5,52,189,12,0,0,0,264,0,0,0,0,0,2,0,0,14
3,1140,סאסא,578,1,1,0,421,302,2,300,54,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,3,12,105,0,0,0,120,0,0,0,0,0,0,0,0,0
2,718,עופרה,3617,1.2,4,0,367,286,0,286,3,2,0,0,0,0,1,197,0,0,0,0,0,0,0,32,0,44,0,0,0,0,6,0,0,0,0,0,0,0,0,1
5,2042,עין השופט,270,2,1,0,423,272,0,272,49,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12,14,78,0,0,0,115,0,0,0,0,0,0,0,0,1
5,1659,עין חרוד (מאוחד),82,1,1,0,674,497,0,497,122,4,1,0,0,0,2,13,0,0,0,1,0,0,0,1,15,22,61,0,0,0,252,0,0,2,0,0,0,0,0,1
6,2276,עכו,7600,27,21,0,554,301,4,297,5,2,68,0,0,0,0,4,0,0,0,0,0,0,0,1,57,109,0,0,0,0,13,0,0,0,0,0,0,0,0,38
6,2284,עכו,7600,35,26,0,713,490,2,488,9,0,365,0,0,0,0,6,0,0,0,0,0,0,3,4,6,41,14,0,0,0,32,0,1,0,0,1,0,0,0,6
6,2289,עכו,7600,39,26,0,574,327,1,326,13,0,202,0,0,0,0,3,0,1,0,0,0,0,0,1,21,47,6,0,0,0,26,0,0,0,0,0,0,0,0,6
6,2299,עכו,7600,50,13,0,424,213,0,213,3,0,31,0,0,0,0,1,0,0,0,0,0,0,0,2,58,89,3,0,0,0,10,0,0,0,0,0,0,0,0,16
6,2300,עכו,7600,51,49,0,580,380,2,378,12,5,4,0,0,0,0,10,0,0,0,0,0,0,0,8,63,153,2,1,0,0,51,1,0,0,0,1,0,0,0,67
6,2301,עכו,7600,52,7,0,640,338,6,332,13,1,37,0,0,0,0,5,0,0,0,0,0,0,0,2,78,134,1,1,0,0,34,0,0,0,0,1,0,0,0,25
6,2317,עכו,7600,75,38,0,645,414,4,410,10,0,145,0,0,0,0,12,0,0,0,0,0,0,0,1,51,110,5,0,0,0,71,0,0,0,0,0,0,0,0,5
3,1141,עלמה,688,1,1,0,578,441,2,439,3,1,0,0,0,0,17,25,0,0,0,0,0,0,0,35,0,286,1,0,0,0,13,0,0,0,0,0,0,0,2,56
5,1509,עפולה,7700,17,20,0,654,489,0,489,23,0,0,0,0,0,0,21,0,1,0,0,0,0,0,8,19,301,3,0,0,0,83,0,1,0,0,0,0,0,0,29
5,1514,עפולה,7700,23,26,0,621,370,6,364,5,5,0,0,0,0,0,12,0,1,0,0,0,0,0,13,62,151,3,1,0,0,56,0,3,0,0,0,0,0,0,52
5,1515,עפולה,7700,24,13,0,698,452,1,451,18,5,4,0,0,0,1,11,0,1,0,0,0,0,0,5,31,216,3,0,0,0,120,1,1,0,0,0,0,0,0,34
5,1544,עפולה,7700,53.2,18,0,609,427,3,424,13,7,0,0,0,0,1,18,0,2,0,0,0,0,0,6,42,214,7,0,0,0,76,0,0,0,0,0,0,0,0,38
9,3705,ערערה,637,8,4,0,751,420,1,419,1,0,395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,17,0,0,0,2,0,0,0,0,0,0,0,0,1
4,1386,פוריה - נווה עובד,1105,1,1,0,460,306,0,306,10,2,0,0,0,0,1,17,0,1,0,0,0,0,0,6,5,216,4,0,0,0,26,0,0,0,0,0,1,0,5,12
6,2797,פסוטה,535,2,1,0,691,383,3,380,8,0,236,0,0,0,0,0,0,0,1,0,0,0,0,0,49,2,48,0,0,0,35,0,0,0,0,0,1,0,0,0
6,2806,פקיעין חדשה,281,1,1,0,325,259,0,259,29,6,0,0,0,0,2,0,0,0,0,0,0,0,0,8,4,130,0,0,0,0,10,0,0,0,0,0,0,0,0,70
9,4087,פרדס חנה-כרכור,7800,44,21,0,650,538,3,535,34,3,2,0,0,0,0,11,0,1,0,0,0,0,0,1,20,78,66,0,0,0,310,0,0,0,0,0,0,0,0,9
11,4815,פתח תקווה,7900,85,95,0,599,379,6,373,32,13,0,1,0,0,0,24,0,0,0,0,0,0,0,6,48,91,12,0,0,0,137,0,0,0,1,0,0,0,0,8
11,4821,פתח תקווה,7900,94,37,0,759,397,3,394,11,5,1,0,0,0,0,16,0,3,1,0,0,0,0,8,44,189,9,0,1,0,76,0,1,0,1,0,0,0,1,27
11,4863,פתח תקווה,7900,143,2,0,561,417,2,415,20,53,1,0,0,0,0,69,0,0,0,0,0,0,0,12,17,92,12,0,0,0,113,0,0,0,0,0,0,0,0,26
11,5040,פתח תקווה,7900,193,7,0,475,307,2,305,12,2,0,0,0,0,2,11,0,0,0,0,0,0,1,9,9,144,4,0,0,0,56,0,1,0,0,0,0,0,0,54
11,5041,פתח תקווה,7900,194,88,0,539,346,4,342,20,3,0,0,0,0,0,16,0,0,0,0,0,0,0,7,24,139,4,0,1,0,82,0,0,0,0,0,1,0,0,45
11,5059,פתח תקווה,7900,253.2,35,0,610,432,1,431,24,4,0,0,0,0,0,21,0,2,0,0,0,0,1,13,33,206,5,0,0,0,68,0,0,0,0,0,0,0,0,54
11,4965,פתח תקווה,7900,283,123,0,503,413,0,413,17,13,0,0,0,0,2,106,0,0,0,0,0,0,0,4,11,126,7,0,0,0,113,0,1,0,0,0,0,0,0,13
3,1153,צפת,8000,8,22,0,435,299,1,298,2,15,0,0,0,0,1,13,0,0,0,0,0,0,0,28,0,197,0,0,0,0,14,0,0,1,0,0,0,0,0,27
3,1159,צפת,8000,11,16,0,471,292,3,289,16,3,1,0,0,0,0,6,0,0,0,0,0,0,0,13,28,136,11,0,0,0,61,0,0,0,0,0,0,0,0,14
3,1165,צפת,8000,18,17,0,425,226,5,221,1,19,0,0,0,0,1,3,0,0,0,0,0,0,0,11,7,66,0,0,0,0,3,0,0,0,0,0,0,0,0,110
3,1174,צפת,8000,28,11,0,697,399,5,394,2,56,0,0,0,0,0,16,0,0,0,0,0,0,0,21,52,122,7,0,0,0,34,0,0,1,0,0,0,0,0,83
3,1176,צפת,8000,30,5,0,499,365,2,363,3,56,0,0,0,0,1,30,1,0,0,0,0,0,0,18,4,107,2,0,0,0,10,0,0,0,0,1,0,0,0,130
3,1183,צפת,8000,44,21,0,456,312,2,310,12,6,0,0,0,0,0,7,0,0,0,0,0,0,0,15,33,171,3,0,0,0,30,0,0,0,0,0,0,0,2,31
8,3478,קרית אתא,6800,8,37,0,717,433,4,429,6,3,0,0,0,0,0,26,0,0,0,0,0,0,0,18,76,192,4,0,0,0,70,0,0,0,0,1,0,0,1,32
8,3492,קרית אתא,6800,22,19,0,707,480,0,480,12,23,0,0,0,0,0,28,0,0,0,0,0,0,0,14,35,201,4,0,0,0,77,0,0,0,0,0,0,0,0,86
8,3499,קרית אתא,6800,30,3,0,654,406,1,405,13,43,0,0,0,0,1,30,0,0,0,0,0,0,0,11,42,143,3,1,0,0,50,0,1,0,0,0,0,0,0,67
8,3500,קרית אתא,6800,31,26,0,550,375,2,373,25,5,0,0,0,0,0,12,0,0,0,0,0,0,0,6,24,182,1,0,0,0,101,0,0,0,0,1,0,1,0,15
8,3507,קרית אתא,6800,38,26,0,571,317,2,315,4,3,0,0,0,0,0,5,0,1,0,0,0,0,0,5,57,144,1,0,0,0,74,0,2,0,0,0,0,0,2,17
8,3518,קרית אתא,6800,51,65,0,533,296,2,294,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,9,87,108,0,0,0,0,50,0,0,0,1,0,1,1,1,17
8,3414,קרית ביאליק,9500,1.2,5,0,569,375,0,375,4,8,0,0,0,0,0,10,0,0,0,0,0,0,0,6,70,146,14,0,0,0,107,0,0,0,0,0,0,0,0,10
17,8913,קרית גת,2630,1,10,0,413,212,4,208,7,4,0,0,0,0,1,14,0,2,0,1,0,0,1,8,6,91,0,0,0,0,40,0,1,0,0,1,0,0,0,31
17,8914,קרית גת,2630,2,22,0,625,388,4,384,17,4,0,0,0,0,0,11,0,1,0,0,1,0,0,11,35,177,0,0,0,0,39,0,1,0,0,0,0,0,0,87
17,8924,קרית גת,2630,13,2,0,690,409,2,407,9,10,0,1,0,0,1,13,0,1,0,0,0,0,0,11,37,182,1,1,0,0,43,0,0,0,0,0,1,1,0,95
17,8928,קרית גת,2630,17,18,0,512,346,1,345,12,2,0,0,0,0,0,13,0,0,0,0,0,0,1,8,18,179,6,0,0,0,50,1,0,0,0,0,0,0,0,55
17,8938,קרית גת,2630,28,8,0,644,397,4,393,12,12,0,0,0,0,0,12,0,0,0,1,0,0,0,2,47,190,0,0,0,0,64,0,3,0,0,0,0,1,0,49
17,8950,קרית גת,2630,36,11,0,509,288,7,281,3,13,0,0,0,0,0,3,0,0,0,0,0,0,1,8,33,98,1,0,0,0,73,0,7,0,0,0,0,1,1,39
17,8957,קרית גת,2630,51,13,0,562,363,3,360,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,181,79,2,0,0,0,71,0,0,0,0,0,0,1,2,13
17,8973,קרית גת,2630,70.1,23,0,697,486,5,481,15,2,0,1,0,0,1,15,0,1,0,0,0,0,0,10,52,233,0,0,0,0,99,0,0,0,0,0,0,0,0,52
17,8976,קרית גת,2630,70.4,23,0,694,488,0,488,11,2,1,0,0,0,1,22,0,0,0,0,0,0,0,5,112,202,1,0,0,0,94,0,0,0,0,0,0,0,0,37
8,3382,קרית טבעון,2300,8,7,0,589,434,0,434,40,2,5,0,0,0,1,11,0,0,0,0,0,0,0,1,23,34,49,0,0,0,265,1,0,0,0,0,0,0,1,1
8,3554,קרית ים,9600,5,5,0,553,274,2,272,3,2,0,0,0,0,0,9,0,0,0,0,0,0,0,3,72,111,2,0,0,0,35,0,0,0,0,0,0,0,0,35
8,3557,קרית ים,9600,8,27,0,645,328,2,326,6,3,2,0,0,0,0,19,0,0,1,0,0,0,0,7,38,170,2,0,0,0,54,0,0,0,0,0,0,0,0,24
8,3559,קרית ים,9600,10,27,0,586,270,3,267,9,1,1,0,0,0,0,6,1,0,0,0,0,1,0,10,55,131,1,0,0,1,34,0,0,0,0,1,0,0,0,15
8,3560,קרית ים,9600,11,27,0,669,314,4,310,6,6,0,0,0,0,0,10,0,0,0,0,0,0,0,4,43,170,5,0,0,0,45,0,0,0,0,0,0,0,0,21
8,3569,קרית ים,9600,20,9,0,734,434,4,430,13,1,0,0,0,0,0,12,0,1,0,0,0,0,2,2,124,149,4,0,0,0,107,0,1,0,0,0,0,1,0,13
8,3570,קרית ים,9600,21,8,0,612,234,4,230,4,1,0,0,0,1,0,2,0,0,0,0,0,0,0,2,78,90,1,0,0,0,45,0,0,1,0,0,0,0,0,5
8,3587,קרית ים,9600,38,30,0,638,362,4,358,7,2,1,0,0,0,0,7,0,0,0,0,0,0,0,2,110,150,1,0,0,0,66,0,0,0,0,0,0,0,1,11
8,3597,קרית ים,9600,48,9,0,701,495,4,491,28,1,0,0,0,0,0,21,0,2,0,0,0,0,0,8,86,183,1,0,0,0,143,1,1,0,0,0,0,0,0,16
8,3602,קרית ים,9600,53,15,0,549,378,2,376,11,2,2,2,0,0,0,10,0,0,1,0,0,0,0,5,63,169,5,0,0,0,93,0,0,0,0,0,0,0,0,13
8,3612,קרית מוצקין,8200,4,2,0,654,344,1,343,24,3,0,0,0,0,0,8,0,1,0,0,0,0,1,3,30,127,11,0,0,0,128,0,0,0,0,0,1,0,0,6
17,8985,קרית מלאכי,1034,2,4,0,710,394,4,390,12,19,2,0,1,0,1,11,0,0,0,0,1,0,1,8,16,150,0,0,0,0,93,0,7,0,0,2,1,1,0,64
17,8989,קרית מלאכי,1034,6.1,7,0,546,344,0,344,12,17,0,0,0,0,1,29,0,1,2,0,0,0,0,21,5,143,2,0,0,0,50,0,2,0,0,0,0,1,0,58
17,9002,קרית מלאכי,1034,18,4,0,587,376,4,372,8,39,0,0,0,0,1,21,0,0,0,0,0,0,1,14,8,128,0,1,2,0,74,0,3,0,0,1,0,1,0,70
3,1251,קרית שמונה,2800,10,1,0,461,268,1,267,17,1,1,0,0,0,0,10,0,0,0,0,0,0,0,4,32,143,4,0,0,0,24,0,0,0,0,0,0,0,0,31
11,5147,ראש העין,2640,42,64,0,503,387,0,387,17,3,0,0,0,0,0,15,0,0,0,0,0,0,0,3,9,67,42,0,0,0,224,0,0,0,0,0,0,0,0,7
11,5166,ראש העין,2640,66.4,74,0,582,488,0,488,13,2,0,0,0,0,0,40,0,0,0,0,0,0,0,10,28,117,9,0,1,0,253,0,1,0,0,0,0,0,1,13
11,5175,ראש העין,2640,950,75,0,311,250,2,248,15,1,0,0,0,0,0,7,0,0,0,0,0,0,0,5,23,66,4,0,0,0,121,0,0,0,0,0,0,0,0,6
13,5899,ראשון לציון,8300,19.3,9,0,615,423,2,421,19,1,1,0,0,0,0,17,0,0,0,0,0,0,0,4,60,107,15,0,0,0,191,0,1,0,0,0,0,0,0,5
13,5764,ראשון לציון,8300,30,36,0,502,260,1,259,12,8,0,0,0,0,0,9,0,1,0,0,0,0,0,0,67,68,7,0,0,0,81,0,0,0,0,0,0,0,1,5
13,5912,ראשון לציון,8300,41,76,0,677,422,4,418,25,6,0,0,0,0,1,17,0,0,0,0,0,0,0,3,76,105,13,1,0,0,164,0,0,0,0,0,0,0,0,7
13,5839,ראשון לציון,8300,50.4,38,0,681,490,0,490,36,3,0,1,0,0,0,12,0,0,1,0,0,0,0,3,28,149,17,2,0,0,227,0,0,0,0,0,0,0,0,11
13,5938,ראשון לציון,8300,110,50,0,572,424,0,424,45,3,0,0,0,0,0,14,0,0,0,0,0,0,0,3,17,85,27,0,0,0,225,0,0,0,0,0,0,0,0,5
13,6029,ראשון לציון,8300,196,32,0,600,442,0,442,38,2,0,0,0,0,0,18,0,1,0,0,0,0,0,3,28,128,14,0,0,0,192,0,0,0,0,0,1,0,0,17
13,5815,ראשון לציון,8300,223,55,0,488,273,3,270,17,0,0,0,0,0,0,6,0,0,1,0,0,0,0,2,44,78,5,0,0,0,106,0,0,0,0,1,0,0,0,10
13,5958,ראשון לציון,8300,247.4,42,0,632,460,0,460,30,1,0,0,0,0,0,18,0,1,0,0,0,0,0,4,39,114,17,0,0,0,234,0,0,0,0,0,0,0,0,2
13,5824,ראשון לציון,8300,300,63,0,493,287,2,285,10,1,0,0,1,0,0,11,0,0,0,0,0,0,0,1,57,108,3,0,0,0,80,0,0,0,0,0,0,0,0,13
13,5969,ראשון לציון,8300,507.2,122,1,568,436,3,433,22,4,0,0,0,0,0,10,0,0,0,0,0,0,0,6,36,112,7,1,0,0,225,0,0,0,0,0,0,0,0,10
13,6093,ראשון לציון,8300,953,108,0,793,572,0,572,15,1,0,1,0,0,0,25,0,2,0,0,0,0,0,9,27,298,3,0,0,0,165,0,0,0,0,0,0,0,0,26
13,6194,רחובות,8400,4.1,22,0,583,311,4,307,6,0,0,0,0,0,2,12,0,5,1,0,1,0,0,6,11,134,3,0,0,0,81,0,9,1,0,0,0,1,0,34
13,6109,רחובות,8400,35,26,0,667,428,2,426,35,3,2,1,0,0,0,29,0,2,0,0,0,0,0,9,53,94,32,0,0,0,153,0,0,0,0,0,0,0,0,13
13,6110,רחובות,8400,36,26,0,633,402,2,400,39,1,3,0,0,0,0,21,0,2,0,0,0,0,0,4,41,56,49,0,0,0,184,0,0,0,0,0,0,0,0,0
13,6146,רחובות,8400,66,2,0,484,347,1,346,23,3,2,0,0,0,0,17,0,0,0,0,0,0,0,5,44,55,22,0,0,0,169,0,0,0,0,0,0,0,0,6
13,6236,רחובות,8400,78,3,0,629,372,1,371,14,4,0,0,0,0,1,16,0,1,0,0,0,0,0,16,80,143,3,0,0,0,71,0,1,0,0,0,0,0,0,21
13,6167,רחובות,8400,119,34,0,574,337,1,336,8,6,1,0,0,0,0,21,0,1,0,0,0,0,0,24,60,114,4,0,0,0,74,0,2,0,0,0,0,0,1,20
13,6189,רחובות,8400,950,18,0,511,254,0,254,23,0,13,0,0,0,1,8,0,0,0,0,0,2,2,0,9,12,90,0,0,0,93,0,0,0,0,0,0,0,0,1
3,1185,ריחאניה,540,1,1,0,470,278,9,269,61,0,41,0,0,0,0,6,0,0,0,0,0,0,1,1,16,1,13,0,0,0,124,0,0,0,0,0,0,0,0,5
8,3403,רכסים,922,5.1,11,0,412,374,2,372,0,138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,232
5,1616,רם-און,1069,1,1,0,647,501,2,499,61,1,1,0,0,0,2,12,0,0,0,0,0,0,0,2,12,41,49,0,0,0,318,0,0,0,0,0,0,0,0,0
12,5298,רמלה,8500,14.3,23,0,585,360,2,358,16,1,34,0,0,0,0,16,0,0,1,0,0,0,0,10,8,159,10,0,0,0,64,0,0,0,0,0,0,0,0,39
12,5299,רמלה,8500,14.4,23,0,585,376,6,370,16,4,33,0,0,0,2,19,0,1,0,0,0,0,0,3,12,167,3,0,0,0,62,0,0,0,0,0,0,0,1,47
12,5300,רמלה,8500,14.5,23,0,581,347,5,342,21,0,56,0,0,0,0,14,0,0,1,0,0,0,0,7,12,132,12,0,1,0,56,0,0,0,0,0,0,0,1,29
12,5303,רמלה,8500,18,28,0,565,336,2,334,20,1,103,0,0,0,1,2,0,0,0,0,0,0,0,3,2,96,1,0,14,0,44,0,0,0,0,0,0,0,0,47
12,5304,רמלה,8500,19,31,0,606,401,2,399,13,4,0,0,0,0,0,15,0,1,0,0,0,0,1,12,12,207,2,0,0,0,36,0,0,0,0,0,0,0,0,96
12,5308,רמלה,8500,23,7,0,665,453,7,446,15,6,0,0,0,0,1,21,0,0,0,0,0,0,0,11,15,219,1,0,0,0,65,0,1,0,0,0,0,1,0,90
12,5321,רמלה,8500,34.2,27,0,581,349,5,344,11,3,34,0,1,0,0,10,0,0,2,0,0,0,0,16,15,163,3,0,2,0,32,0,0,0,0,0,0,0,0,52
12,5339,רמלה,8500,55,5,0,565,278,2,276,5,2,1,0,0,0,0,8,0,0,0,0,0,0,0,4,22,149,0,1,0,0,26,0,0,0,0,0,0,0,0,58
12,5342,רמלה,8500,57,5,0,476,278,3,275,4,5,0,0,0,0,0,2,0,0,0,0,0,0,0,6,13,128,2,0,0,0,29,0,2,0,0,0,0,0,0,84
12,5364,רמלה,8500,83,5,0,406,230,9,221,5,0,6,0,0,0,0,3,0,0,0,0,0,0,0,1,30,111,0,0,0,0,32,0,1,1,0,0,1,1,0,29
12,5369,רמלה,8500,84.5,12,0,684,436,2,434,3,4,2,0,0,0,0,5,0,0,0,0,0,0,0,5,71,238,2,0,0,0,51,0,0,0,0,1,0,1,0,51
12,5370,רמלה,8500,84.6,12,0,684,463,6,457,0,5,7,0,0,0,0,16,0,0,0,0,0,0,0,2,94,233,1,0,0,0,40,0,0,0,0,0,0,0,0,59
15,7634,רמת גן,8600,44,115,0,547,311,5,306,29,4,1,0,0,0,0,7,0,0,0,0,0,0,0,2,35,88,15,0,0,0,119,0,0,1,0,1,0,0,1,3
15,7660,רמת גן,8600,82,1,0,675,352,3,349,24,1,0,1,0,0,1,14,0,0,0,0,0,0,0,2,31,80,34,0,0,0,154,0,0,0,0,0,0,0,2,5
15,7666,רמת גן,8600,88,1,1,756,495,6,489,46,10,2,0,0,0,0,12,0,0,0,0,0,0,0,0,22,107,44,0,0,0,241,0,0,0,0,0,0,0,1,4
15,7688,רמת גן,8600,125,55,0,691,465,4,461,30,22,3,0,0,0,0,24,0,0,0,0,0,0,0,3,28,107,38,0,0,0,193,0,0,0,0,0,0,0,0,13
15,7690,רמת גן,8600,127,55,0,484,323,0,323,17,24,1,0,0,0,0,24,0,0,0,0,0,0,0,6,11,74,17,0,0,0,123,0,0,0,0,0,0,0,0,26
15,7709,רמת גן,8600,153.4,23,0,682,447,0,447,31,16,3,0,0,0,0,29,0,0,0,0,0,0,1,6,41,109,25,0,0,0,165,2,0,0,0,0,0,0,0,19
15,7716,רמת גן,8600,160,34,0,725,435,0,435,37,3,4,0,0,0,0,18,0,0,0,0,0,0,0,5,32,95,35,0,0,0,190,0,0,0,0,0,0,0,0,16
15,7772,רמת גן,8600,234,22,0,657,437,2,435,21,13,0,0,0,0,0,14,0,0,0,0,0,0,0,4,26,238,12,0,1,0,48,0,0,0,0,0,0,1,0,57
15,7780,רמת גן,8600,238.5,16,0,615,413,0,413,34,1,2,0,0,0,0,20,0,0,0,0,0,0,0,1,21,69,34,0,0,0,225,0,0,0,0,0,0,0,0,6
15,7791,רמת גן,8600,502,100,0,608,439,0,439,18,1,3,0,0,0,1,14,0,0,0,0,0,0,0,1,24,79,45,0,0,0,249,0,0,0,0,0,0,0,0,4
5,1990,רמת דוד,135,1,1,0,355,288,2,286,41,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,6,21,45,0,0,0,166,0,0,0,0,0,0,0,0,0
15,7801,רמת השרון,2650,2.3,17,0,601,433,2,431,26,17,1,0,0,0,0,16,0,1,0,0,0,0,0,2,12,139,30,0,0,0,158,0,0,0,0,0,1,0,0,28
15,7806,רמת השרון,2650,7.1,14,0,607,433,1,432,41,2,0,0,0,0,1,4,0,1,0,0,0,0,0,3,3,49,86,0,0,0,242,0,0,0,0,0,0,0,0,0
5,1898,רמת ישי,122,3,4,0,592,458,0,458,33,0,0,0,0,0,0,14,0,1,0,0,0,0,0,7,19,121,16,0,0,0,238,1,0,0,0,0,0,0,1,7
19,10449,רעננה,8700,9,7,0,626,419,2,417,28,9,0,0,0,0,0,42,0,2,0,0,0,0,0,6,18,86,40,0,0,0,168,0,1,0,0,0,0,0,0,17
19,10538,רעננה,8700,97,42,0,716,505,2,503,33,0,0,0,1,0,0,37,0,0,0,0,0,0,0,6,25,109,38,0,0,0,248,0,0,0,0,0,0,0,0,6
5,1664,שדה נחום,259,1,1,0,519,377,2,375,56,0,0,0,0,0,3,4,0,0,0,0,0,0,0,11,13,78,17,2,0,0,188,0,0,0,0,0,0,0,0,3
17,9021,שדרות,1031,10,16,0,548,282,5,277,18,3,1,0,0,0,0,16,0,0,0,0,0,0,0,9,46,134,3,0,0,0,21,0,0,0,0,0,0,0,0,26
17,9029,שדרות,1031,17.2,24,0,530,315,7,308,7,2,0,0,0,0,0,19,1,0,0,0,0,0,0,16,83,113,3,0,1,0,36,0,0,0,0,0,0,0,1,26
12,5477,שוהם,1304,5,8,0,540,441,0,441,26,1,0,0,0,0,0,34,0,0,0,0,0,0,0,3,22,125,14,0,0,0,211,0,0,0,0,0,0,0,0,5
4,1420,שרונה,292,1,1,0,446,346,0,346,33,0,1,0,0,0,5,7,0,0,0,0,0,0,0,5,13,31,36,0,0,0,215,0,0,0,0,0,0,0,0,0
14,6885,תל אביב - יפו,5000,453,264,0,663,152,1,151,9,2,0,0,0,0,0,8,0,0,0,0,0,0,0,2,20,43,13,0,0,0,51,0,1,0,0,0,0,0,0,2
5,1667,תל יוסף,84,1,1,0,372,275,3,272,55,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,6,9,35,0,0,0,155,0,0,0,0,0,0,0,0,2
17,9159,תלמים,814,1,1,0,572,450,1,449,9,21,2,1,0,0,5,36,0,0,0,0,0,0,0,59,0,202,0,0,0,0,21,0,0,0,0,0,0,0,2,91
16,8337,אור יהודה,2400,7,8,0,585,403,7,396,13,11,0,0,0,0,0,11,0,0,0,0,0,0,0,10,9,210,1,0,0,0,38,0,1,0,0,0,0,0,0,92
18,9706,אילת,2600,8,2,0,535,214,0,214,12,1,2,0,1,0,0,8,0,1,0,0,0,0,0,4,13,84,5,0,0,0,74,0,0,0,0,0,0,0,0,9
